,Student,Milestone,Time
150,vyn,M6,0
151,vyn,M7,0
152,vyn,M8,375
153,vyn,M9,0
154,vyn,M10,0
155,vyn,M11,0
156,vyn,M12,0
157,vyn,M13,0
158,vyn,M14,0
159,vyn,M15,0
160,vyn,M16,0
161,vyn,M17,0
162,uje,M0,64
163,uje,M1,0
164,uje,M2,2068
165,uje,M3,0
166,uje,M4,0
167,uje,M5,0
168,uje,M6,15
169,uje,M7,0
170,uje,M8,140
171,uje,M9,536
172,uje,M10,213
173,uje,M11,810
174,uje,M12,0
175,uje,M13,500
176,uje,M14,471
177,uje,M15,834
178,uje,M16,970
179,uje,M17,0
180,yor,M0,156
181,yor,M1,1117
182,yor,M2,207
183,yor,M3,1304
184,yor,M4,0
185,yor,M5,95
186,yor,M6,8056
187,yor,M7,0
188,yor,M8,192
189,yor,M9,0
190,yor,M10,0
191,yor,M11,0
192,yor,M12,312
193,yor,M13,0
194,yor,M14,20
195,yor,M15,0
196,yor,M16,0
197,yor,M17,0
198,flv,M0,0
199,flv,M1,0
200,flv,M2,1159
201,flv,M3,0
202,flv,M4,0
203,flv,M5,4388
204,flv,M6,0
205,flv,M7,0
206,flv,M8,13
207,flv,M9,0
208,flv,M10,0
209,flv,M11,0
210,flv,M12,0
211,flv,M13,0
212,flv,M14,0
213,flv,M15,0
214,flv,M16,921
215,flv,M17,0
216,eue,M0,15
217,eue,M1,0
218,eue,M2,27
219,eue,M3,49
220,eue,M4,0
221,eue,M5,24
222,eue,M6,1703
223,eue,M7,0
224,eue,M8,2
225,eue,M9,0
226,eue,M10,0
227,eue,M11,0
228,eue,M12,41
229,eue,M13,48
230,eue,M14,64
231,eue,M15,69
232,eue,M16,12
233,eue,M17,64
234,sfi,M0,0
235,sfi,M1,0
236,sfi,M2,79
237,sfi,M3,249
238,sfi,M4,0
239,sfi,M5,15
240,sfi,M6,12
241,sfi,M7,0
242,sfi,M8,1641
243,sfi,M9,0
244,sfi,M10,0
245,sfi,M11,0
246,sfi,M12,105
247,sfi,M13,0
248,sfi,M14,158
249,sfi,M15,0
250,sfi,M16,575
251,sfi,M17,0
252,qzr,M0,0
253,qzr,M1,0
254,qzr,M2,43
255,qzr,M3,31
256,qzr,M4,0
257,qzr,M5,0
258,qzr,M6,3109
259,qzr,M7,0
260,qzr,M8,59
261,qzr,M9,0
262,qzr,M10,0
263,qzr,M11,0
264,qzr,M12,0
265,qzr,M13,0
266,qzr,M14,151
267,qzr,M15,101
268,qzr,M16,17
269,qzr,M17,185
270,kcl,M0,0
271,kcl,M1,0
272,kcl,M2,416
273,kcl,M3,0
274,kcl,M4,134
275,kcl,M5,59
276,kcl,M6,25
277,kcl,M7,0
278,kcl,M8,4093
279,kcl,M9,0
280,kcl,M10,0
281,kcl,M11,0
282,kcl,M12,0
283,kcl,M13,0
284,kcl,M14,191
285,kcl,M15,24
286,kcl,M16,1391
287,kcl,M17,0
288,bio,M0,72
289,bio,M1,884
290,bio,M2,0
291,bio,M3,0
292,bio,M4,0
293,bio,M5,0
294,bio,M6,0
295,bio,M7,0
296,bio,M8,0
297,bio,M9,0
298,bio,M10,0
299,bio,M11,0
300,bio,M12,0
301,bio,M13,0
302,bio,M14,0
303,bio,M15,0
304,bio,M16,0
305,bio,M17,0
306,gde,M0,0
307,gde,M1,0
308,gde,M2,357
309,gde,M3,120
310,gde,M4,0
311,gde,M5,67
312,gde,M6,189
313,gde,M7,0
314,gde,M8,2426
315,gde,M9,0
316,gde,M10,0
317,gde,M11,0
318,gde,M12,0
319,gde,M13,0
320,gde,M14,402
321,gde,M15,797
322,gde,M16,747
323,gde,M17,-16
324,trq,M0,0
325,trq,M1,0
326,trq,M2,184
327,trq,M3,79
328,trq,M4,0
329,trq,M5,218
330,trq,M6,2456
331,trq,M7,0
332,trq,M8,4
333,trq,M9,0
334,trq,M10,0
335,trq,M11,0
336,trq,M12,979
337,trq,M13,1063
338,trq,M14,2658
339,trq,M15,0
340,trq,M16,231
341,trq,M17,0
342,zuz,M0,0
343,zuz,M1,0
344,zuz,M2,172
345,zuz,M3,0
346,zuz,M4,0
347,zuz,M5,148
348,zuz,M6,3754
349,zuz,M7,0
350,zuz,M8,34
351,zuz,M9,0
352,zuz,M10,0
353,zuz,M11,0
354,zuz,M12,0
355,zuz,M13,0
356,zuz,M14,259
357,zuz,M15,0
358,zuz,M16,197
359,zuz,M17,0
